-0.00854213	-0.040189832	-0.01894468	0.010678878	0.009264466	0.04015482	-0.0096543	0.027867042	-0.028443364	-0.05803667	0.0652905	-0.15086742	-0.04943294	0.05842472	0.007568027	0.022343788
-0.084531255	-0.0016491975	-0.032281313	-0.025550896	0.0038668097	0.051449135	-0.04881232	-0.00036522426	0.0349202	-0.02804273	0.038678344	-0.07387302	-0.041757565	0.014428457	0.032206036	0.06717809
-0.058877546	-0.08554118	-0.049609795	-0.030369902	0.02417838	0.062418245	-0.0016080651	0.07133722	-0.0059396974	-0.065854885	0.12450336	-0.1987238	-0.065135255	-0.052567806	0.052769635	0.0032157288
-0.057404436	-0.05082575	-0.021629225	-0.03536841	0.0354901	0.008858278	0.004877299	0.015766727	0.02756039	0.015487637	0.10083961	-0.10677534	-0.010568433	0.047992647	-0.038266785	-0.0029911925
-0.030509965	-0.023436451	-0.07746357	0.003701395	0.021480568	0.048467536	0.05331571	-0.041753642	-0.002521393	-0.048123777	0.012031357	-0.16085944	-0.02643498	-0.018044122	-0.010189703	0.03478196
-0.033695538	0.009128622	-0.0029059981	-0.014131024	0.031088924	0.060649995	0.020263914	-0.005086533	0.0361942	0.015354995	0.053476334	-0.08786351	-0.036248785	0.026668796	-0.013231109	0.09346394
-0.07002618	-0.051744144	-0.033175524	0.0029898563	0.07744842	0.065864384	0.08450611	0.025737077	0.0435718	-0.11943638	0.041577462	-0.13777496	-0.043412358	0.017340636	0.032741398	0.07436922
-0.0012125422	-0.0520133	0.004066782	-0.04535748	0.022759411	-0.0004304787	-0.052299872	0.050958537	0.0042762146	-0.042226292	0.112754874	-0.1265505	-0.09134068	0.04560186	-0.022376973	0.046227336
-0.0002948032	0.01185734	0.020120084	-0.057538494	0.02835595	0.0140845245	-0.066371866	0.04974811	-0.011935778	-0.038798984	0.07110598	-0.06872967	-0.06309057	0.013953744	0.04878688	0.019075802
-0.048460457	-0.08875633	0.032895233	0.0052481373	0.022538949	0.087012745	-0.04639835	0.10757879	0.017420512	-0.0744216	0.11611491	-0.14542374	-0.017742286	-0.037429813	0.058113985	0.0078121745
0.009474718	-0.035820317	-0.0042039487	0.001647335	0.030777931	0.03772529	0.029588751	9.39407e-05	0.033734456	-0.059137337	0.06099155	-0.1259227	-0.008806484	-0.01909513	-0.006913863	-0.041879587
-0.08508221	-0.03575515	-0.02938484	-0.025574133	0.028158667	0.088612214	-0.011171374	-0.005692869	0.014032399	0.019349093	0.013675593	-0.1588137	-0.061017577	-0.005751415	-0.095760494	-0.025442408
0.0060846936	-0.0038472184	-0.036585376	-0.019114938	0.044510573	0.029569354	-0.0418034	0.038895987	0.027692202	-0.069943324	0.08991923	0.009524268	-0.044170022	0.010207175	-0.05320551	-0.0068856003
